Values,Density
-8.26350306698715,2.1811023676043817e-7
-8.25501992351504,2.2259571699767555e-7
-8.246536780042929,2.3163284545990592e-7
-8.238053636570818,2.4535614462362076e-7
-8.229570493098707,2.6396875144052423e-7
-8.221087349626597,2.87744058413697e-7
-8.212604206154488,3.1702789618504035e-7
-8.204121062682377,3.5224124850241623e-7
-8.195637919210267,3.938834952921244e-7
-8.187154775738156,4.425361714022191e-7
-8.178671632266045,4.988672288319673e-7
-8.170188488793935,5.636357884308829e-7
-8.161705345321824,6.37697361444145e-7
-8.153222201849713,7.220095190330067e-7
-8.144739058377603,8.176379841795534e-7
-8.136255914905492,9.25763115167122e-7
-8.127772771433383,1.0476867444986215e-6
-8.119289627961273,1.1848393333957485e-6
-8.110806484489162,1.3387873938341954e-6
-8.102323341017051,1.511241125573548e-6
-8.09384019754494,1.7040622078967615e-6
-8.08535705407283,1.9192716785854103e-6
-8.07687391060072,2.1590578261343474e-6
-8.068390767128609,2.4257840113839357e-6
-8.059907623656498,2.7219963296964966e-6
-8.051424480184387,3.050431013396082e-6
-8.042941336712278,3.414021469028139e-6
-8.034458193240168,3.815904833948114e-6
-8.025975049768057,4.259427930017323e-6
-8.017491906295946,4.7481524841630485e-6
-8.009008762823836,5.285859479550736e-6
-8.000525619351725,5.876552493511156e-6
-7.9920424758796145,6.524459874489991e-6
-7.983559332407504,7.2340356049339916e-6
-7.975076188935394,8.009958694293884e-6
-7.966593045463283,8.857130944320626e-6
-7.958109901991173,9.780672929445705e-6
-7.949626758519062,1.078591803558085e-5
-7.941143615046951,1.187840440474916e-5
-7.932660471574842,1.306386463909015e-5
-7.924177328102731,1.434821312449111e-5
-7.91569418463062,1.5737530846115372e-5
-7.90721104115851,1.723804757918293e-5
-7.898727897686399,1.8856121355166622e-5
-7.890244754214289,2.059821512086571e-5
-7.881761610742179,2.2470870529887887e-5
-7.873278467270068,2.4480678827674962e-5
-7.864795323797957,2.6634248819393247e-5
-7.856312180325847,2.893817193836898e-5
-7.847829036853736,3.139898446259323e-5
-7.839345893381626,3.4023126962972466e-5
-7.830862749909516,3.681690110048097e-5
-7.822379606437405,3.978642392719542e-5
-7.813896462965294,4.293757988645466e-5
-7.805413319493184,4.627597074460463e-5
-7.796930176021074,4.980686373037141e-5
-7.788447032548963,5.3535138195972415e-5
-7.7799638890768525,5.746523115600713e-5
-7.771480745604742,6.16010820988222e-5
-7.762997602132631,6.594607750361886e-5
-7.7545144586605215,7.05029955312339e-5
-7.746031315188411,7.52739513912061e-5
-7.7375481717163,8.026034391629688e-5
-7.7290650282441895,8.546280390133928e-5
-7.720581884772079,9.088114478529238e-5
-7.712098741299969,9.651431627044627e-5
-7.703615597827858,0.00010236036148251679
-7.695132454355748,0.00010841637828001502
-7.686649310883637,0.00011467848531658206
-7.6781661674115265,0.00012114179345125778
-7.669683023939417,0.00012780038308184138
-7.661199880467306,0.00013464728795123046
-7.652716736995195,0.00014167448594283594
-7.644233593523085,0.00014887289733848952
-7.635750450050974,0.00015623239096164074
-7.627267306578864,0.00016374179857173501
-7.618784163106754,0.00017138893780825268
-7.610301019634643,0.00017916064391080774
-7.601817876162532,0.0001870428103617136
-7.593334732690422,0.00019502043851136325
-7.584851589218311,0.00020307769615634033
-7.576368445746201,0.0002111979849431303
-7.567885302274091,0.00021936401637419334
-7.55940215880198,0.00022755789608893545
-7.550919015329869,0.00023576121599210714
-7.542435871857759,0.00024395515369890486
-7.533952728385649,0.00025212057866649124
-7.525469584913538,0.00026023816428214636
-7.516986441441428,0.0002682885050871199
-7.508503297969317,0.00027625223822460784
-7.500020154497206,0.00028411016812164916
-7.4915370110250965,0.0002918433933401521
-7.483053867552986,0.0002994334344703503
-7.474570724080875,0.0003068623618866194
-7.4660875806087645,0.00031411292214564637
-7.457604437136654,0.0003211686617783961
-7.449121293664544,0.0003280140472138107
-7.4406381501924335,0.0003346345795714502
-7.432155006720323,0.0003410169030757873
-7.423671863248212,0.00034714890587404443
-7.4151887197761015,0.00035301981208504807
-7.406705576303992,0.00035862026396667884
-7.398222432831881,0.00036394239316429877
-7.38973928935977,0.0003689798800916716
-7.38125614588766,0.00037372800059969416
-7.372773002415549,0.00037818365920283883
-7.364289858943439,0.0003823454082604247
-7.355806715471329,0.00038621345264857124
-7.347323571999218,0.00038978963960277155
-7.338840428527107,0.00039307743356666036
-7.330357285054997,0.00039608187603989986
-7.321874141582886,0.0003988095305805031
-7.313390998110776,0.00040126841328282786
-7.304907854638666,0.0004034679092129699
-7.296424711166555,0.00040541867544746646
-7.287941567694444,0.0004071325315158289
-7.279458424222334,0.00040862233819842497
-7.270975280750224,0.0004099018657723677
-7.262492137278113,0.0004109856529297129
-7.254008993806003,0.0004118888577098606
-7.245525850333892,0.00041262710189512303
-7.237042706861781,0.0004132163104057507
-7.2285595633896715,0.0004136725473047054
-7.220076419917561,0.00041401185007766683
-7.21159327644545,0.0004142500638896693
-7.20311013297334,0.000414402677536084
-7.194626989501229,0.000414484662803985
-7.186143846029119,0.00041451031893639106
-7.1776607025570085,0.00041449312384848197
-7.169177559084898,0.00041444559368447945
-7.160694415612787,0.0004143791522206765
-7.1522112721406765,0.0004143040115223706
-7.143728128668567,0.0004142290651460781
-7.135244985196456,0.00041416179504644504
-7.1267618417243455,0.00041410819320237754
-7.118278698252235,0.000414072698817821
-7.109795554780124,0.0004140581517853084
-7.101312411308014,0.0004140657629238889
-7.092829267835904,0.00041409510131813765
-7.084346124363793,0.0004141440989008545
-7.075862980891682,0.0004142090722311226
