Time,Avg_Projection
20000.0,-0.028572978368983024
11200.0,-0.12236586523347713
4400.0,0.16560625417683578
11600.0,-0.08725443491202786
14000.0,-0.057401214373282924
12000.0,-0.017467552288127988
13200.0,0.012104121950121515
18800.0,0.02932872634298132
8800.0,0.04301242280759696
9200.0,0.01428961824928909
8400.0,-0.053326509839852085
4000.0,-0.10674144887253008
14400.0,-0.05343218226432721
16400.0,0.04142321799751114
3200.0,0.10488803379392916
7600.0,-0.06510301959001755
12800.0,0.02981359759505627
5200.0,-0.008804827147122583
1200.0,-0.07137865779597327
17200.0,0.07980762013726911
8000.0,0.07682803747767203
13600.0,-0.09906017319992019
18400.0,-0.031954465421973756
9600.0,0.12229238790576408
16800.0,0.03891704497428489
15200.0,-0.001612945444509154
10800.0,-0.07256951776604297
19600.0,0.10317282461242784
10000.0,0.014561710939745749
5600.0,0.053302717178585035
14800.0,-0.018641985416961722
19200.0,0.07810240010523382
6000.0,0.04092815536397336
0.0,-0.07034922740942383
7200.0,-0.07894348129432792
2000.0,-0.146034948134726
2400.0,-0.0024159880431586767
10400.0,0.004117820884748886
17600.0,-0.05582617045636638
6800.0,-0.021600960776555
6400.0,-0.1195871921714739
4800.0,-0.02197390480013877
12400.0,0.05936257701969039
1600.0,-0.0016839893653448103
16000.0,0.05682459811867388
18000.0,-0.014227564793135994
3600.0,-0.09133838036782854
2800.0,-0.005694624688311186
15600.0,0.08966138027666866
800.0,0.07805091176129071
400.0,0.1333977644182576
