Time,Avg_Projection
20000.0,0.020844151874397386
11200.0,0.004115395268164411
4400.0,-0.04088443588021391
11600.0,0.01322466381780443
14000.0,-0.07071298402118761
12000.0,-0.21691181261242157
13200.0,-0.07930087440862191
18800.0,0.0310380996655106
8800.0,0.10859493711111808
9200.0,-0.058898212272401614
8400.0,0.07999948693431462
4000.0,0.06591247034751209
14400.0,0.02644128365085698
16400.0,0.17535908099085662
3200.0,-0.035187930032634714
7600.0,0.055846422322699346
12800.0,-0.1473398040670708
5200.0,-0.03474819367603609
1200.0,-0.16229958386484392
17200.0,-0.08488767252682883
8000.0,0.09383273616840916
13600.0,0.03669842269470221
18400.0,-0.0585074205183085
9600.0,-0.07164801856784608
16800.0,-0.2651993162284205
15200.0,0.17795513238838434
10800.0,0.08356641334064116
19600.0,0.0683030220102075
10000.0,0.2249723711828782
5600.0,0.09950013318596161
14800.0,-0.0037598083834100224
19200.0,-0.014825239987807708
6000.0,-0.15047293396973593
0.0,0.1302755065188424
7200.0,0.04203031910819154
2000.0,-0.18686605341154935
2400.0,0.026290361506096586
10400.0,-0.07568162161910386
17600.0,-0.0925057719730032
6800.0,-0.03407227695509724
6400.0,0.1892239269070736
4800.0,0.08914754242533214
12400.0,-0.07531091363111173
1600.0,-0.16490048236793953
16000.0,-0.12424016932992155
18000.0,-0.085670087784751
3600.0,-0.18484027153661706
2800.0,-0.18930906985217955
15600.0,0.16299200311857526
800.0,-0.07729625731298388
400.0,-0.009631330309355745
