Time,Avg_Projection
20000.0,-0.02454743152660338
11200.0,-0.01634047455472662
4400.0,0.14720382266879245
11600.0,-0.10135306451262145
14000.0,0.05275556313502632
12000.0,-0.10444211642421948
13200.0,0.01582967534376878
18800.0,-0.18673017690837557
8800.0,0.1641973340239382
9200.0,-0.053117497154205634
8400.0,-0.009503667819374758
4000.0,0.05380164880926026
14400.0,0.046053781327698134
16400.0,0.14315459888229493
3200.0,0.17485810151371894
7600.0,-0.018942450385357
12800.0,-0.13226699471095207
5200.0,-0.08151225415054293
1200.0,0.1254295764832527
17200.0,-0.1889906629377736
8000.0,-0.07965957444306625
13600.0,-0.01716840136652952
18400.0,-0.02582191648692563
9600.0,-0.12514640051494846
16800.0,0.008928133772561657
15200.0,-0.12776329230284136
10800.0,-0.0566772149536989
19600.0,0.06991560773497976
10000.0,0.0067586051075437725
5600.0,-0.009240674226159127
14800.0,-0.094251094959711
19200.0,0.16077323602288704
6000.0,-0.013239516292077909
0.0,0.21034615088070313
7200.0,0.07971305270637016
2000.0,0.11262905840754978
2400.0,-0.04116607968755344
10400.0,0.004459322590297593
17600.0,-0.11389238612372968
6800.0,-0.0059738399332414415
6400.0,0.15540143428407166
4800.0,-0.054504998107658124
12400.0,0.13352894750379946
1600.0,0.06829233720365521
16000.0,-0.34748264467317397
18000.0,0.1551217825994023
3600.0,-0.09856444162848288
2800.0,-0.05124762074536091
15600.0,-0.11024668550250337
800.0,-0.07198379233613113
400.0,0.013787076473976843
