Time,Avg_Projection
20000.0,-0.030196505230338504
11200.0,0.23073968689934254
4400.0,0.08887532173286591
11600.0,-0.1056988845340671
14000.0,-0.11376449470525107
12000.0,0.09097663678536135
13200.0,0.1760354313368971
18800.0,0.16070522949310512
8800.0,0.10455479704261803
9200.0,-0.05246209956623304
8400.0,-0.25650557397165874
4000.0,0.031026286367505998
14400.0,0.18471943370370766
16400.0,-0.0510200004613863
3200.0,-0.04908282091405658
7600.0,-0.1979509266241472
12800.0,0.08637082090193118
5200.0,-0.017198264153452658
1200.0,-0.12287674412240948
17200.0,0.04306976047885145
8000.0,0.08720019859471642
13600.0,0.058912762289233055
18400.0,-0.0729625513670837
9600.0,0.056597129269464266
16800.0,-0.3727374888869092
15200.0,0.05953067063270714
10800.0,-0.06627676512425178
19600.0,-0.18567810620969769
10000.0,-0.07863199965162651
5600.0,0.09634910553589648
14800.0,-0.09746563817518514
19200.0,0.059970839941412515
6000.0,0.0879022336525849
0.0,0.15247807984385753
7200.0,-0.004191601247731731
2000.0,0.1160016631066787
2400.0,-0.10418561252972006
10400.0,0.0010502224975180651
17600.0,0.09389322519235745
6800.0,-0.07931552330302406
6400.0,0.031114287830630763
4800.0,0.0036190434417054363
12400.0,-0.21581282207481556
1600.0,0.03878424385979694
16000.0,-0.11429930562805889
18000.0,0.1340476133988276
3600.0,0.015241656864048304
2800.0,0.1397904665922751
15600.0,-0.1895372202080088
800.0,0.07626665576416386
400.0,-0.09359550953147086
