Time,Avg_Projection
20000.0,0.12124671930967781
11200.0,0.03761457352563732
4400.0,0.038168959510921266
11600.0,-0.07851370147044352
14000.0,0.07096942409772974
12000.0,-0.1381079226770868
13200.0,0.016483953011857077
18800.0,0.04319943918332717
8800.0,0.02845324060053535
9200.0,0.000683722928473914
8400.0,-0.17947994367238745
4000.0,0.08270773841168179
14400.0,0.0464732037796373
16400.0,-0.001882988884152207
3200.0,0.01854333991577226
7600.0,-0.00657697558407999
12800.0,-0.1074232940977949
5200.0,0.05718524363356483
1200.0,-0.09346895242111115
17200.0,-0.039220089113049326
8000.0,-0.04228961887091305
13600.0,-0.10618349610404576
18400.0,0.06883553088694905
9600.0,0.09961286977229933
16800.0,-0.10894261440463102
15200.0,-0.09888261464754035
10800.0,0.08855838782719679
19600.0,0.03406158196275183
10000.0,-0.04856833996562775
5600.0,0.0286959889769922
14800.0,-0.030700646900422606
19200.0,0.013156398242449048
6000.0,0.11274130830638493
0.0,-0.0050171531671927075
7200.0,-0.02401366824433634
2000.0,-0.21549277709251727
2400.0,0.07491433857054255
10400.0,-0.017216460666655352
17600.0,0.008940440546381904
6800.0,0.04384183738094453
6400.0,0.08472022572851348
4800.0,0.15215172828907847
12400.0,0.0917572928337558
1600.0,0.08609187140625599
16000.0,0.03142955340213375
18000.0,0.008005803193283619
3600.0,0.15890348846526045
2800.0,0.052279343000830036
15600.0,-0.012199523559876158
800.0,-0.16053743554937772
400.0,-0.05483200730922049
