Time,Avg_Projection
20000.0,0.021744439526142155
11200.0,0.09530223742975208
4400.0,0.009320808822692572
11600.0,-0.09005544996382693
14000.0,0.1648139357176438
12000.0,0.004150447662394642
13200.0,-0.1564754913525983
18800.0,-0.027834502440416988
8800.0,-0.0034440928541333367
9200.0,-0.15963153632535415
8400.0,0.050737515253280414
4000.0,0.019822698087115346
14400.0,0.08435568310657317
16400.0,0.07478516992544129
3200.0,0.03963915437545739
7600.0,0.06313167407836967
12800.0,-0.03585315640786211
5200.0,0.02286705039429687
1200.0,-0.12073206090665849
17200.0,0.03074084652965326
8000.0,-0.1865849129610631
13600.0,0.05373715376978588
18400.0,0.05331351978696482
9600.0,0.053838228934032256
16800.0,0.016792871619985186
15200.0,-0.0018946954988014388
10800.0,-0.0298311352176803
19600.0,-0.009929391878821584
10000.0,0.10580191556776979
5600.0,0.009663111681790737
14800.0,0.009540903433333964
19200.0,-0.019928810444517202
6000.0,-0.052101540290564664
0.0,0.04435476700443911
7200.0,0.02065235640416846
2000.0,-0.04487869858581552
2400.0,0.08073379248710501
10400.0,0.04134569038040308
17600.0,-0.006821057117449875
6800.0,-0.029596517405078984
6400.0,0.09023667717638385
4800.0,-0.01216153693694634
12400.0,0.09364705968288022
1600.0,-0.01542807348015938
16000.0,-0.024308427899312573
18000.0,0.03063871685611684
3600.0,-0.07207455982791743
2800.0,-0.009801325808520738
15600.0,-0.0024091250640172835
800.0,-0.1175105692587207
400.0,-0.049130786923222695
