Values,Density
-5.901813018141027,5.1644093829184e-7
-5.896477085639552,5.038136672852467e-7
-5.891141153138078,4.962806623709515e-7
-5.885805220636604,4.937608490962475e-7
-5.880469288135129,4.962100789707158e-7
-5.875133355633655,5.036206701114487e-7
-5.86979742313218,5.160210970189816e-7
-5.864461490630705,5.334758266806183e-7
-5.859125558129231,5.560852990860177e-7
-5.853789625627757,5.839860477696579e-7
-5.848453693126282,6.173509590756687e-7
-5.843117760624808,6.563896654820933e-7
-5.837781828123333,7.013490710416903e-7
-5.832445895621858,7.52514004664917e-7
-5.8271099631203835,8.102079966654241e-7
-5.82177403061891,8.747941769304823e-7
-5.816438098117435,9.466762878329593e-7
-5.81110216561596,1.0262998092480657e-6
-5.805766233114486,1.114153189901712e-6
-5.800430300613011,1.2107691806095833e-6
-5.7950943681115366,1.3167262625513043e-6
-5.789758435610063,1.4326501664996272e-6
-5.784422503108588,1.5592154752608334e-6
-5.779086570607113,1.6971473034144147e-6
-5.773750638105639,1.8472230455257588e-6
-5.768414705604164,2.0102741877248143e-6
-5.76307877310269,2.187188171298704e-6
-5.757742840601216,2.378910301747972e-6
-5.752406908099741,2.5864456922319867e-6
-5.747070975598266,2.8108612318278325e-6
-5.741735043096792,3.053287567833518e-6
-5.736399110595317,3.3149210910132787e-6
-5.731063178093843,3.5970259097545254e-6
-5.725727245592369,3.900935803111474e-6
-5.720391313090894,4.228056136618141e-6
-5.715055380589419,4.579865727752722e-6
-5.709719448087945,4.957918645959528e-6
-5.70438351558647,5.36384593089953e-6
-5.699047583084996,5.799357213199033e-6
-5.693711650583521,6.266242219823623e-6
-5.688375718082047,6.7663721469244514e-6
-5.683039785580572,7.301700880967335e-6
-5.677703853079097,7.874266049912731e-6
-5.672367920577623,8.486189884138184e-6
-5.667031988076149,9.139679867275347e-6
-5.661696055574674,9.837029156724297e-6
-5.6563601230732,1.058061675208305e-5
-5.651024190571725,1.1372907391601038e-5
-5.64568825807025,1.2216451153838036e-5
-5.640352325568776,1.311388274412642e-5
-5.635016393067302,1.4067920443272368e-5
-5.629680460565827,1.5081364698747018e-5
-5.624344528064353,1.6157096334687773e-5
-5.619008595562878,1.729807436230777e-5
-5.613672663061403,1.850733336885256e-5
-5.608336730559929,1.978798046619462e-5
-5.603000798058455,2.1143191778675782e-5
-5.59766486555698,2.257620845468305e-5
-5.592328933055506,2.409033218206836e-5
-5.586993000554031,2.5688920194286494e-5
-5.581657068052556,2.7375379750888343e-5
-5.576321135551082,2.9153162081453805e-5
-5.570985203049608,3.102575578056276e-5
-5.565649270548133,3.2996679646160945e-5
-5.560313338046658,3.506947495304433e-5
-5.554977405545184,3.724769715854337e-5
-5.549641473043709,3.953490703682491e-5
-5.544305540542235,4.193466124305725e-5
-5.538969608040761,4.445050231109346e-5
-5.533633675539286,4.7085948089990726e-5
-5.528297743037811,4.9844480629685634e-5
-5.522961810536337,5.272953452754858e-5
-5.517625878034862,5.5744484752796863e-5
-5.512289945533388,5.889263396701219e-5
-5.506954013031914,6.217719936464985e-5
-5.501618080530439,6.560129905923417e-5
-5.496282148028964,6.916793804670127e-5
-5.49094621552749,7.287999377912635e-5
-5.485610283026015,7.674020138612701e-5
-5.480274350524541,8.075113858696525e-5
-5.474938418023067,8.491521033785615e-5
-5.469602485521592,8.923463326302242e-5
-5.464266553020117,9.371141992328517e-5
-5.458930620518643,9.8347362977513e-5
-5.453594688017168,0.00010314401929680146
-5.448258755515694,0.00010810269409469199
-5.44292282301422,0.00011322442513877692
-5.437586890512745,0.00011850996711319436
-5.43225095801127,0.00012395977620224992
-5.426915025509795,0.00012957399497165803
-5.421579093008321,0.00013535243762013462
-5.416243160506847,0.0001412945756821462
-5.410907228005372,0.00014739952425912514
-5.405571295503898,0.0001536660288600361
-5.400235363002423,0.0001600924529336356
-5.394899430500948,0.00016667676617168788
-5.389563497999474,0.00017341653366606535
-5.384227565498,0.00018030890600017474
-5.378891632996525,0.00018735061035383277
-5.373555700495051,0.00019453794270036379
-5.368219767993576,0.00020186676117264074
-5.362883835492101,0.0002093324806703642
-5.357547902990627,0.0002169300687817656
-5.352211970489153,0.0002246540430846898
-5.346876037987678,0.00023249846989316716
-5.341540105486204,0.00024045696450637755
-5.336204172984729,0.00024852269301569446
-5.330868240483254,0.00025668837571864167
-5.3255323079817805,0.0002649462921819265
-5.320196375480306,0.00027328828799232444
-5.314860442978831,0.00028170578322341336
-5.309524510477357,0.0002901897826443345
-5.304188577975882,0.0002987308876839477
-5.298852645474407,0.0003073193101607828
-5.293516712972933,0.000315944887778221
-5.288180780471459,0.00032459710137800607
-5.282844847969984,0.00033326509393556
-5.277508915468509,0.0003419376912728242
-5.272172982967035,0.0003506034244560967
-5.26683705046556,0.0003592505538367666
-5.261501117964086,0.0003678670946841954
-5.256165185462612,0.00037644084435344005
-5.250829252961137,0.0003849594109186505
-5.245493320459662,0.0003934102431980245
-5.240157387958188,0.0004017806620852035
-5.234821455456713,0.00041005789309700447
-5.229485522955239,0.00041822910003681824
-5.224149590453765,0.0004262814196683458
-5.21881365795229,0.00043420199728656794
-5.213477725450815,0.0004419780230659337
-5.208141792949341,0.0004495967690616304
-5.202805860447866,0.0004570456267328771
-5.197469927946392,0.0004643121448536375
-5.192133995444918,0.0004713840676716305
-5.186798062943443,0.00047824937317383215
-5.181462130441968,0.00048489631131302946
-5.176126197940494,0.0004913134420495013
-5.170790265439019,0.000497489673058904
-5.165454332937545,0.0005034142969587638
-5.16011840043607,0.0005090770279055842
-5.154782467934596,0.0005144680374154567
