Time,Avg_Projection
20000.0,1.536313197665476
11200.0,-0.9074981753309407
4400.0,NaN
11600.0,-0.7547103321067039
14000.0,-0.6262470176452476
12000.0,3.4920897331331426
13200.0,2.522677957171832
18800.0,NaN
8800.0,-0.7670997709490125
9200.0,0.33762895432650775
8400.0,-0.4891589299707402
4000.0,-3.6559804546062424
14400.0,1.4330882724398821
16400.0,NaN
3200.0,NaN
7600.0,4.782837717963378
12800.0,1.9825148798203227
5200.0,-4.78475188336596
1200.0,0.37810942718200014
17200.0,-2.207163178169121
8000.0,NaN
13600.0,-2.9639018476187435
18400.0,2.894090762860049
9600.0,-0.2852024878962769
16800.0,0.8743095426295442
15200.0,2.047147242010124
10800.0,-2.6198891019918937
19600.0,-1.6584431189714919
10000.0,1.6930927228195722
5600.0,NaN
14800.0,0.6136922207017081
19200.0,-0.40068397765603714
6000.0,1.4882390276772115
0.0,-1.2678454481818693
7200.0,NaN
2000.0,NaN
2400.0,-3.361055311876963
10400.0,-1.7286555938470578
17600.0,NaN
6800.0,NaN
6400.0,0.03466976462778675
4800.0,-4.0107297850073556
12400.0,5.238282929304134
1600.0,0.15825864250712426
16000.0,1.3594470237867375
18000.0,NaN
3600.0,-2.042102972150646
2800.0,0.9952503016912941
15600.0,-0.6015133116117823
800.0,-0.24284942449894031
400.0,1.084900494325246
