Values,Density
-6.983033178918271,2.064758880815365e-7
-6.976028312913883,2.1461439558834172e-7
-6.969023446909495,2.2577281438840302e-7
-6.962018580905107,2.4008190141477925e-7
-6.955013714900718,2.57704462547359e-7
-6.948008848896331,2.7883653103133454e-7
-6.941003982891942,3.0370872938778604e-7
-6.933999116887554,3.3258781489964306e-7
-6.9269942508831654,3.657784125588037e-7
-6.919989384878778,4.03624933281721e-7
-6.9129845188743895,4.4651368039105854e-7
-6.905979652870001,4.948751424482811e-7
-6.8989747868656135,5.491864730478024e-7
-6.891969920861225,6.099741546861104e-7
-6.884965054856837,6.778168459287137e-7
-6.877960188852449,7.533484074062624e-7
-6.870955322848061,8.372611027540611e-7
-6.863950456843672,9.303089699153055e-7
-6.856945590839284,1.0333113549809703e-6
-6.849940724834896,1.1471566013776524e-6
-6.842935858830508,1.2728058851052548e-6
-6.835930992826119,1.4112971837842991e-6
-6.828926126821732,1.5637493686604387e-6
-6.821921260817343,1.7313664035234488e-6
-6.814916394812955,1.915441633582038e-6
-6.807911528808567,2.117362147779911e-6
-6.800906662804179,2.3386131915437147e-6
-6.793901796799791,2.5807826077306473e-6
-6.786896930795402,2.845565281156537e-6
-6.779892064791015,3.1347675572279687e-6
-6.772887198786626,3.4503116060902173e-6
-6.765882332782238,3.7942396980128468e-6
-6.75887746677785,4.16871835581898e-6
-6.751872600773462,4.576042346072021e-6
-6.744867734769073,5.018638467857439e-6
-6.737862868764686,5.499069097688464e-6
-6.730858002760297,6.020035444065028e-6
-6.723853136755909,6.5843804649594675e-6
-6.7168482707515205,7.195091397727699e-6
-6.709843404747133,7.855301850304489e-6
-6.7028385387427445,8.568293400132779e-6
-6.695833672738356,9.3374966452257e-6
-6.6888288067339685,1.0166491651697473e-5
-6.68182394072958,1.105900774010099e-5
-6.674819074725192,1.2018922552056374e-5
-6.667814208720804,1.3050260340761663e-5
-6.660809342716416,1.4157189424188026e-5
-6.653804476712027,1.534401874768443e-5
-6.64679961070764,1.6615193495453373e-5
-6.639794744703251,1.797528969994886e-5
-6.632789878698863,1.942900779408098e-5
-6.625785012694474,2.0981165058725146e-5
-6.618780146690087,2.2636686917621232e-5
-6.611775280685698,2.4400597038668446e-5
-6.60477041468131,2.6278006204419162e-5
-6.597765548676922,2.827409991889348e-5
-6.590760682672534,3.039412472473791e-5
-6.583755816668146,3.2643373213459004e-5
-6.576750950663758,3.5027167714044016e-5
-6.56974608465937,3.7550842658813297e-5
-6.562741218654981,4.0219725629931334e-5
-6.555736352650593,4.3039117102006835e-5
-6.548731486646205,4.601426890437233e-5
-6.541726620641817,4.915036143799713e-5
-6.534721754637428,5.2452479693464345e-5
-6.527716888633041,5.592558812551277e-5
-6.520712022628652,5.9574504455553456e-5
-6.513707156624264,6.340387248035713e-5
-6.506702290619876,6.741813398248621e-5
-6.499697424615488,7.162149984670657e-5
-6.4926925586110995,7.601792050092489e-5
-6.485687692606711,8.061105581212702e-5
-6.4786828266023235,8.540424457978424e-5
-6.471677960597935,9.040047378049317e-5
-6.464673094593547,9.560234773099696e-5
-6.457668228589159,0.00010101205734393964
-6.450663362584771,0.00010663134966554591
-6.443658496580382,0.00011246149788939064
-6.436653630575995,0.00011850327205127631
-6.429648764571606,0.00012475691061726926
-6.422643898567218,0.0001312220931822053
-6.415639032562829,0.00013789791450163381
-6.408634166558442,0.00014478286008298702
-6.401629300554053,0.00015187478356381429
-6.394624434549665,0.00015917088610545478
-6.3876195685452775,0.0001666676980272199
-6.380614702540889,0.00017436106290602202
-6.373609836536501,0.00018224612435759936
-6.366604970532113,0.00019031731570969684
-6.359600104527725,0.00019856835277035252
-6.352595238523336,0.0002069922298787736
-6.345590372518949,0.00021558121941724247
-6.33858550651456,0.00022432687494552093
-6.331580640510172,0.0002332200381015507
-6.324575774505783,0.00024225084939439624
-6.317570908501396,0.0002514087629934079
-6.310566042497007,0.00026068256559602307
-6.303561176492619,0.00027006039943115387
-6.296556310488231,0.000279529789430159
-6.289551444483843,0.0002890776745701675
-6.2825465784794545,0.0002986904433656696
-6.275541712475067,0.00030835397345631635
-6.2685368464706785,0.00031805367520706257
-6.26153198046629,0.00032777453920786875
-6.254527114461902,0.00033750118752815146
-6.247522248457514,0.0003472179285506482
-6.240517382453126,0.0003569088151790835
-6.233512516448737,0.0003665577061820451
-6.22650765044435,0.00037614833040816933
-6.219502784439961,0.0003856643535771788
-6.212497918435573,0.0003950894473245762
-6.205493052431185,0.0004044073601531164
-6.198488186426797,0.0004136019899176474
-6.1914833204224085,0.0004226574574509451
-6.18447845441802,0.0004315581809162094
-6.1774735884136325,0.00044028895045527573
-6.170468722409244,0.00044883500268942493
-6.163463856404856,0.0004571820946134668
-6.156458990400468,0.00046531657642206146
-6.14945412439608,0.000473225462796132
-6.142449258391691,0.0004808965021787827
-6.135444392387304,0.0004883182435735569
-6.128439526382915,0.0004954801003991711
-6.121434660378527,0.0005023724109480682
-6.114429794374138,0.0005089864950074512
-6.107424928369751,0.000515314706217438
-6.100420062365362,0.0005213504797628929
-6.093415196360974,0.0005270883750167696
-6.086410330356586,0.0005325241127826265
-6.079405464352198,0.0005376546068114711
-6.0724005983478095,0.0005424779893031945
-6.065395732343422,0.0005469936301388933
-6.058390866339034,0.0005512021496284821
-6.051386000334645,0.0005551054245990783
-6.044381134330258,0.0005587065876938701
-6.037376268325869,0.0005620100197947075
-6.030371402321481,0.0005650213355292508
-6.023366536317092,0.0005677473618692433
-6.016361670312705,0.0005701961098762125
-6.009356804308316,0.0005723767396978562
