Values,Density
-6.106587879245154,2.7821463322030837e-7
-6.100812570409818,2.709710198167681e-7
-6.095037261574483,2.6709239109301564e-7
-6.089261952739147,2.6652524370840425e-7
-6.08348664390381,2.6924598300892555e-7
-6.077711335068474,2.752605606226588e-7
-6.071936026233138,2.8460426040877174e-7
-6.0661607173978025,2.973416278473362e-7
-6.060385408562467,3.135665413156463e-7
-6.054610099727131,3.334024214485254e-7
-6.048834790891795,3.570025755295081e-7
-6.043059482056459,3.8455067336018445e-7
-6.037284173221122,4.16261350055791e-7
-6.031508864385787,4.523809335188478e-7
-6.025733555550451,4.931882898739914e-7
-6.019958246715115,5.38995783394558e-7
-6.014182937879779,5.901503467020675e-7
-6.008407629044443,6.470346535780713e-7
-6.002632320209107,7.100683901140048e-7
-5.996857011373771,7.797096178430163e-7
-5.991081702538435,8.564562204993464e-7
-5.985306393703099,9.408474288263857e-7
-5.979531084867763,1.0334654137467147e-6
-5.973755776032427,1.1349369403723664e-6
-5.9679804671970915,1.2459350720583906e-6
-5.962205158361756,1.367180916866939e-6
-5.95642984952642,1.499445401537125e-6
-5.950654540691083,1.6435510659107422e-6
-5.944879231855747,1.8003738617711207e-6
-5.9391039230204115,1.970844943882666e-6
-5.933328614185076,2.155952440102693e-6
-5.92755330534974,2.3567431833571018e-6
-5.921777996514404,2.5743243911337255e-6
-5.916002687679068,2.8098652751600006e-6
-5.910227378843731,3.0645985629571167e-6
-5.904452070008396,3.3398219132121758e-6
-5.89867676117306,3.6368992058846694e-6
-5.892901452337724,3.957261685296875e-6
-5.887126143502388,4.3024089365997255e-6
-5.881350834667052,4.673909673808896e-6
-5.875575525831716,5.073402316302204e-6
-5.8698002169963805,5.502595331034364e-6
-5.864024908161044,5.963267318203486e-6
-5.858249599325708,6.45726681530452e-6
-5.852474290490372,6.986511796494782e-6
-5.846698981655036,7.5529888432259145e-6
-5.8409236728197005,8.158751962543149e-6
-5.835148363984365,8.805921027849658e-6
-5.829373055149029,9.496679821668907e-6
-5.823597746313692,1.0233273654519735e-5
-5.817822437478356,1.1018006540574406e-5
-5.81204712864302,1.1853237907443782e-5
-5.806271819807685,1.2741378820954781e-5
-5.800496510972349,1.368488770666493e-5
-5.794721202137013,1.468626555110506e-5
-5.788945893301677,1.5748050567693586e-5
-5.783170584466341,1.687281231460211e-5
-5.7773952756310045,1.8063145254778494e-5
-5.771619966795669,1.932166174880342e-5
-5.765844657960333,2.065098447703818e-5
-5.760069349124997,2.2053738287826016e-5
-5.754294040289661,2.3532541473603955e-5
-5.748518731454325,2.5089996479334218e-5
-5.7427434226189895,2.6728680051889102e-5
-5.736968113783653,2.845113284234181e-5
-5.731192804948317,3.0259848477830892e-5
-5.725417496112981,3.215726212321777e-5
-5.719642187277645,3.414573855753302e-5
-5.7138668784423094,3.6227559795157065e-5
-5.708091569606974,3.840491228402406e-5
-5.702316260771638,4.0679873721531385e-5
-5.696540951936302,4.3054399529153086e-5
-5.690765643100965,4.5530309035619367e-5
-5.684990334265629,4.81092714188381e-5
-5.6792150254302936,5.0792791465088805e-5
-5.673439716594958,5.358219520534358e-5
-5.667664407759622,5.647861549546319e-5
-5.661889098924286,5.948297760847727e-5
-5.65611379008895,6.259598491269126e-5
-5.6503384812536135,6.581810471220422e-5
-5.644563172418278,6.914955432964828e-5
-5.638787863582942,7.259028751371703e-5
-5.633012554747606,7.613998125614646e-5
-5.62723724591227,7.979802310645638e-5
-5.621461937076934,8.356349907013096e-5
-5.6156866282415985,8.743518218282988e-5
-5.609911319406263,9.141152184756631e-5
-5.604136010570926,9.549063402605553e-5
-5.59836070173559,9.967029237191926e-5
-5.592585392900254,0.0001039479203941273
-5.586810084064918,0.00010832058473408534
-5.581034775229583,0.00011278498964053618
-5.575259466394247,0.00011733747272089793
-5.569484157558911,0.00012197400204214223
-5.563708848723574,0.00012669017465496003
-5.557933539888238,0.00013148121660178026
-5.5521582310529025,0.00013634198447081726
-5.546382922217567,0.00014126696854603084
-5.540607613382231,0.0001462502975981845
-5.534832304546895,0.00015128574535384562
-5.529056995711559,0.00015636673867152392
-5.523281686876223,0.0001614863674417582
-5.517506378040887,0.00016663739622483232
-5.511731069205551,0.00017181227762338644
-5.505955760370215,0.00017700316738245882
-5.500180451534879,0.0001822019411949734
-5.494405142699543,0.00018740021318369455
-5.488629833864207,0.00019258935601742817
-5.482854525028872,0.00019776052261007843
-5.477079216193535,0.0002029046693398321
-5.471303907358199,0.00020801258071470683
-5.465528598522863,0.000213074895402161
-5.459753289687527,0.0002180821335282428
-5.4539779808521915,0.00022302472514275145
-5.448202672016856,0.00022789303973887436
-5.44242736318152,0.0002326774167047828
-5.436652054346184,0.00023736819657826144
-5.430876745510847,0.00024195575296697943
-5.4251014366755115,0.0002464305249908806
-5.419326127840176,0.0002507830500966112
-5.41355081900484,0.00025500399708915057
-5.407775510169504,0.00025908419922202595
-5.402000201334168,0.0002630146871836481
-5.396224892498832,0.0002667867218148904
-5.390449583663496,0.00027039182639409165
-5.38467427482816,0.00027382181832181617
-5.378898965992824,0.00027706884004251114
-5.373123657157488,0.0002801253890406003
-5.367348348322152,0.00028298434675110874
-5.361573039486816,0.0002856390062311587
-5.355797730651481,0.0002880830984426635
-5.350022421816145,0.0002903108170030219
-5.344247112980808,0.00029231684126996334
-5.338471804145472,0.00029409635763116664
-5.332696495310136,0.00029564507888415244
-5.3269211864748005,0.00029695926159654766
-5.321145877639465,0.0002980357213526758
-5.315370568804129,0.0002988718457990966
-5.309595259968793,0.0002994656054202179
